plateifu,mangaid,dr7objid,ra,dec
8335-1901,1-251783,588017625091670032,215.31148,39.652527
8455-12702,1-254146,588017625608749181,155.10713,40.22336
8455-3703,1-254708,588017625609470136,157.23116,40.784164
8451-1901,1-256125,588017625612157055,165.17374,42.521816
8451-12701,1-558912,588017625612484783,166.12941,42.624542
8274-1902,1-256457,588017625612681356,166.78136,42.825493
8274-12703,1-256456,588017625612746876,166.90904,42.753223
8259-1902,1-257652,588017625616220243,177.79613,44.00879
8262-9102,1-589908,588017625618382866,184.55357,44.17325
8262-12702,1-258671,588017625618383000,184.60431,44.30729
8464-3703,1-258536,588017625619300515,187.49393,44.30171
8464-3704,1-258947,588017625619496994,188.10783,44.18364
8317-3702,1-259117,588017625621266457,193.66673,43.870102
8317-12705,1-259104,588017625621266622,193.85596,43.93808
8317-6102,1-259537,588017625621659769,194.92502,43.753204
8331-12701,1-250638,588017625624477926,203.78531,42.647213
8331-6103,1-250644,588017625624543414,203.95692,42.678307
8331-12704,1-250997,588017625625002023,205.25104,42.431427
8331-6104,1-250969,588017625625329836,206.29626,42.319508
8335-6101,1-251788,588017625628409940,215.22922,40.121033
9039-6104,1-253426,588017625633915103,229.47379,34.65614
8455-1901,1-254747,588017626146013405,156.18848,40.873474
8455-12704,1-254691,588017626146472100,157.52756,41.140102
8455-12703,1-255090,588017626146537676,157.72325,41.22112
8274-9102,1-255959,588017626149093411,165.10378,43.019974
8255-6101,1-256446,588017626149552242,166.50987,43.173477
8259-6104,1-257953,588017626154008703,180.5905,44.56719
8261-3704,1-258685,588017626155122882,184.19394,44.671066
8262-6104,1-258653,588017626155253825,184.68474,44.781178
8464-12705,1-259001,588017626156237028,187.78954,44.71279
8341-6101,1-258876,588017626157088772,190.39462,44.49141
8317-3703,1-259538,588017626158465051,194.91714,44.33086
8332-12701,1-250959,588017626162266186,206.70988,42.65131
8335-12701,1-251762,588017626165280961,215.39528,40.35811
8335-6103,1-251739,588017626165477672,215.96472,40.25884
8335-12705,1-251686,588017626165805222,216.7597,39.957275
8455-9102,1-255236,588017626683277357,157.05966,41.56991
8254-6101,1-255890,588017626685374515,163.24991,43.048615
8451-12703,1-255897,588017626685636741,164.02882,43.156487
8256-9101,1-256104,588017626685964389,164.97313,43.36975
8255-9101,1-255938,588017626685964390,164.9711,43.368847
8255-6104,1-256234,588017626686619768,167.05919,43.624836
8258-6103,1-256287,588017626686816358,167.60277,43.82867
8259-9101,1-257822,588017626690224192,178.3442,44.920353
8259-3703,1-257854,588017626690355264,178.9381,44.89548
8261-6103,1-258380,588017626691207193,181.54596,45.14919
8261-9101,1-258455,588017626691797137,183.61218,45.195446
8341-9101,1-259050,588017626693697658,189.70576,44.958538
8341-6102,1-259068,588017626693894304,190.35277,45.04571
8341-3701,1-259079,588017626693959765,190.44841,44.914646
8341-3704,1-259250,588017626694090851,191.03413,44.891907
8331-3702,1-250651,588017626698285104,204.12717,43.40482
8331-3703,1-250652,588017626698285134,204.15019,43.373367
8331-1901,1-250628,588017626698350670,204.2524,43.425606
8331-3704,1-251043,588017626698875074,206.01703,43.073982
8332-9101,1-250922,588017626699399247,207.55743,42.746292
8335-6102,1-252094,588017626702610571,216.90479,40.407322
8253-1902,1-255220,588017627220475937,157.84581,42.27716
8254-1902,1-255878,588017627222310917,163.21913,43.428394
8254-12702,1-255903,588017627222376621,163.51802,43.53277
8255-12703,1-255916,588017627222573172,164.115,43.49652
8258-12701,1-256190,588017627223162981,165.93512,43.85776
8255-6102,1-256203,588017627223228535,166.1974,44.02183
8255-1902,1-256210,588017627223359551,166.50395,44.06999
8258-3703,1-256506,588017627223556134,167.09622,44.1503
8466-9101,1-256860,588017627224539283,170.21474,44.597374
8259-3702,1-257813,588017627226898515,177.79419,45.222866
8261-6101,1-258118,588017627227881508,180.96437,45.35929
8263-12702,1-258760,588017627229454422,186.03067,45.43446
8263-12701,1-258777,588017627229585418,186.39474,45.431652
8263-3704,1-258782,588017627229585643,186.55621,45.5387
8341-1901,1-259091,588017627230830680,190.5824,45.43785
8318-9101,1-259618,588017627232534567,196.08624,45.056644
8318-3701,1-259893,588017627232796702,196.85373,44.936676
8332-12702,1-251115,588017627236335736,207.92879,43.16662
8333-6101,1-251657,588017627238367260,213.80705,41.67433
8335-12703,1-252072,588017627239415999,216.87683,40.96369
8335-6104,1-252070,588017627239481580,217.09789,40.809048
8335-3703,1-252126,588017627239940163,218.33554,40.550205
8253-6102,1-274570,588017627757609020,158.53302,42.809204
8254-12705,1-256131,588017627759640704,164.62643,44.04343
8255-12704,1-256150,588017627759837271,165.11781,44.261044
8257-3701,1-256185,588017627759968297,165.56871,44.2717
8258-3701,1-256182,588017627759968319,165.57005,44.335144
8466-6102,1-256647,588017627761213552,169.44255,44.89295
8466-12705,1-257100,588017627761803271,171.30197,45.066814
8263-12703,1-590053,588017627766325305,186.12407,46.018124
8464-6102,1-258752,588017627766325406,186.00027,45.943985
8263-6102,1-258804,588017627766390841,186.31125,45.942726
8464-1901,1-258746,588017627766390945,186.24661,45.96946
8464-12701,1-258820,588017627766456427,186.44688,45.909557
8263-6101,1-258823,588017627766521966,186.70082,45.877808
8341-3702,1-259058,588017627767504942,189.95825,45.93357
8318-12701,1-259650,588017627769536601,196.61107,45.289
8318-12705,1-259908,588017627769798863,197.41148,45.26923
8332-6103,1-251119,588017627773075535,207.65741,43.764103
8332-12705,1-251279,588017627773599777,209.25197,43.362007
8332-6102,1-251278,588017627773599896,209.23416,43.31347
8335-1902,1-252147,588017627776679966,218.16765,40.95421
9868-12702,1-321299,588017710977908870,217.97545,46.270313
8326-6103,1-320664,588017712050471050,214.819,48.06102
8326-3702,1-321069,588017712050667549,215.34654,47.918434
8326-6101,1-321074,588017712050667563,215.38504,47.96275
8326-12703,1-320606,588017712050667677,215.46313,48.033783
9868-6102,1-321256,588017712051912750,219.22755,46.801785
9868-3704,1-321221,588017712052043885,219.7267,46.665604
9868-3701,1-321215,588017712052044013,219.70468,46.60818
9868-1901,1-321167,588017713125261318,218.60002,48.037476
9868-6103,1-321170,588017713125261396,218.6626,47.968315
9033-9101,1-321426,588017713126047805,221.02956,47.02698
8330-6102,1-285748,588017720114217062,203.23192,40.257107
8330-3702,1-285729,588017720114479203,203.89655,40.11112
8256-3701,1-277161,588017721175179340,164.49713,40.82795
8274-12701,1-277691,588017721175244942,164.5852,40.788204
8256-1901,1-277154,588017721175244967,164.62721,40.87551
8451-12705,1-278490,588017721175834768,166.47705,41.063244
8451-3704,1-278485,588017721175900324,166.62198,41.03618
8317-1901,1-283711,588017721184485401,192.83128,42.43492
8259-6101,1-281050,588017721717030962,179.44492,42.98993
8262-1902,1-282035,588017721718669335,184.52164,43.086956
8331-12702,1-285916,588017721725288563,204.99109,41.33805
8451-6101,1-277103,588017722248790127,163.7348,41.49843
8256-3703,1-277858,588017722249904141,167.04968,42.119667
8259-12705,1-281234,588017722254164028,180.17271,43.354572
8262-3701,1-258306,588017722255212614,183.57896,43.535275
8262-3702,1-258249,588017722255212639,183.65982,43.5362
8262-6101,1-282020,588017722255540381,184.6651,43.538643
8317-6101,1-259195,588017722257768589,191.6746,43.309006
8447-9101,1-260458,588017947211661407,206.06964,39.509167
8447-6104,1-260743,588017947212447781,208.3926,38.996635
9024-9101,1-262322,588017947218280583,224.0245,34.48183
9024-6104,1-314639,588017947218477271,224.51918,34.12234
8330-12703,1-285737,588017947747549266,203.3746,40.52967
8330-9101,1-285728,588017947747745893,203.95871,40.271698
8447-6102,1-260377,588017947748991082,207.56947,39.636448
8447-12701,1-260733,588017947749187696,208.05469,39.50149
8447-6103,1-260541,588017948285337689,206.17305,40.467293
8256-3702,1-277159,588017948808446098,164.47098,40.862164
8262-12701,1-282509,588017949352001726,184.82721,43.236816
8317-3701,1-284174,588017949355081823,194.48045,42.937283
8317-6104,1-284197,588017949355212938,194.88539,42.758953
8331-9101,1-285879,588017949358227534,203.9882,41.604664
9039-3702,1-263083,588017949367205998,228.4767,34.530098
8262-6103,1-282043,588017949888872479,184.73854,43.612274
8262-6102,1-282527,588017949889134687,185.57047,43.736336
8317-12702,1-259136,588017949891624994,193.43338,43.249863
8317-3704,1-284230,588017949892214916,195.33162,43.277206
8331-6102,1-260514,588017949895688355,205.91888,41.69581
8150-12703,1-390066,588017977269682366,149.48286,33.180355
8446-12705,1-418224,588017977289474201,205.29337,37.018585
8446-3703,1-418242,588017977289605131,205.58408,36.953663
9002-3703,1-314484,588017977296093318,222.81012,32.37821
9500-3702,1-385771,588017977799147646,131.92361,25.888224
9500-12704,1-605482,588017977799213090,131.98253,25.831667
9500-6103,1-385781,588017977799213248,131.93767,25.930412
9500-6104,1-385732,588017977799278762,132.179,26.023474
9500-12703,1-386120,588017977799606479,132.89967,26.29549
8987-12701,1-386272,588017977800720586,135.4117,27.667511
9506-12703,1-386274,588017977800720641,135.41261,27.609152
8987-6102,1-386601,588017977801179260,136.30896,28.2247
8987-12705,1-605640,588017977801375763,136.78258,28.316088
9505-3702,1-387140,588017977802031252,138.32118,29.116825
9505-6104,1-387155,588017977802227889,138.79659,29.252304
8150-6102,1-389238,588017977806094367,148.0737,33.063732
8943-3704,1-394382,588017977809764423,157.65067,35.91662
8943-9102,1-394362,588017977809830039,157.92133,36.023376
9024-3702,1-314040,588017977832505532,221.792,33.210472
9024-12703,1-314013,588017977832505698,221.91922,33.127743
9045-6103,1-314700,588017977834471433,226.59135,31.257305
9043-12704,1-632653,588017977836437722,231.3475,29.17189
9042-9101,1-316402,588017977837289633,233.19406,28.36707
9042-6104,1-316296,588017977837617283,233.96947,28.055202
9095-12703,1-318330,588017977841484215,242.43675,23.382875
9095-9102,1-318334,588017977841811592,243.08487,23.00201
9095-12704,1-318315,588017977841877173,243.17824,22.984146
9095-6102,1-318321,588017977841942618,243.44182,22.918999
9502-6101,1-385123,588017978066468958,129.39496,24.612535
9502-6103,1-385124,588017978334970017,129.40408,24.999794
9507-1902,1-385077,588017978335035565,129.57906,25.042372
9502-3704,1-385108,588017978335035691,129.49545,25.048788
9502-1902,1-385076,588017978335101251,129.61655,25.056107
9506-9101,1-385972,588017978336870603,133.58894,27.167244
9506-3701,1-605531,588017978336935947,133.56992,27.266527
9506-1901,1-385978,588017978337001585,133.82808,27.346157
9506-6104,1-386302,588017978337525817,135.03305,27.909048
9506-9102,1-386298,588017978337591440,135.09016,27.980335
8987-6104,1-386822,588017978338443334,137.11852,28.911047
8150-1901,1-389285,588017978342572138,146.91457,33.12441
8150-6101,1-390151,588017978343030796,148.04611,33.450993
8944-3703,1-390086,588017978343489688,149.31561,33.97632
8944-6104,1-390999,588017978344013963,150.56287,34.32784
8943-12702,1-392691,588017978346111226,156.1698,36.007534
9024-3704,1-314447,588017978369638668,222.69171,33.137
9024-12704,1-314449,588017978369769674,222.96118,33.18298
9024-12705,1-314409,588017978370097236,223.86746,32.84001
9045-1902,1-315099,588017978372063277,228.6327,31.030954
9045-12703,1-315103,588017978372063338,228.594,30.883368
9044-12705,46-51,588017978373111982,231.03093,29.888973
9043-12703,1-632641,588017978373243039,231.27386,29.670115
9043-9102,1-632731,588017978373374076,231.60574,29.563385
9042-12705,1-316865,588017978374815952,235.02388,28.080448
9050-9101,1-318601,588017978379927781,245.99843,21.79502
9050-9102,1-318621,588017978380058822,246.21,21.613865
9501-6102,1-385091,588017978872102988,129.66914,25.587185
9506-12701,1-385918,588017978873479348,132.58649,27.33923
9506-6103,1-385935,588017978873544885,132.78731,27.355894
9506-3702,1-385928,588017978873741491,133.23323,27.561686
8944-12702,1-390282,588017978880688232,149.80373,34.66408
8568-6101,1-547744,588017978882719903,155.25096,36.151894
8943-12703,1-394390,588017978883440947,157.25568,36.605247
8330-6104,1-418197,588017978899955826,205.20389,38.271893
9024-1901,1-314028,588017978906312943,222.45377,33.857452
9024-1902,1-314332,588017978907099217,224.43777,33.165623
9045-9102,1-314676,588017978908409886,227.53688,31.887823
9045-12704,1-315206,588017978908541088,227.9014,31.71314
9044-3702,1-315063,588017978909196342,229.43738,31.004402
9044-1902,1-632365,588017978909589511,230.30328,30.657934
9044-12701,1-632610,588017978909917297,231.10078,30.277447
9041-3701,1-316933,588017978911817943,235.54013,28.256966
9888-12702,1-316728,588017978912145661,236.32112,27.913769
9888-6101,1-317226,588017978912735500,237.49953,27.100044
9095-9101,1-317837,588017978915029265,242.50525,24.35356
9095-1901,1-317822,588017978915160212,242.81003,24.225021
9050-3702,1-318255,588017978915815443,244.05464,23.37937
9050-3704,1-318725,588017978916667581,245.995,22.393366
9501-12704,1-385225,588017979408974093,129.37073,26.014374
9501-6103,1-385219,588017979408974331,129.44064,26.088802
8944-3702,1-390223,588017979417100296,148.48778,34.500626
8568-6104,1-394404,588017979420377271,157.183,37.091812
8330-12705,1-402409,588017979436826683,205.386,38.78798
9044-9102,1-315770,588017979446526160,230.81247,30.992796
9044-12702,1-316109,588017979446526242,230.785,30.877495
9041-9102,1-633219,588017979448754350,235.94193,28.415234
9888-1901,1-316700,588017979449147669,236.7654,27.988882
9888-3703,1-316675,588017979449213333,237.02472,27.962362
9095-6104,1-318463,588017979452293473,243.56097,24.280952
9048-6101,1-318513,588017979452489827,244.03604,24.07953
9050-12701,1-318499,588017979452752313,244.5832,23.637041
9050-6101,1-550824,588017979453604120,246.31699,22.481443
8944-6103,1-389499,588017979953709183,147.65103,34.777157
8944-6101,1-389514,588017979953709192,147.72124,34.654896
8568-12705,1-392972,588017979957051522,156.56041,37.459396
8568-6102,1-392988,588017979957116986,156.8142,37.37828
8447-3702,1-405213,588017979974353014,207.38998,38.714474
8447-3701,1-405229,588017979974418577,207.64436,38.75169
9888-12703,1-317381,588017979986608382,238.23868,27.663305
8325-6104,1-320337,588018054575226918,211.47424,48.365566
8325-6103,1-320328,588018054575423622,212.11612,48.200176
8326-1901,1-320681,588018054575947841,213.81306,47.87334
8326-9101,1-320677,588018054575947930,213.80937,47.749973
8326-12704,1-320642,588018054576144494,214.37523,47.714893
9868-9102,1-321276,588018054577455232,218.36485,46.46827
9868-12705,1-321271,588018054577651839,218.87457,46.202393
8552-3701,1-321963,588018054580535358,227.06961,42.916405
8552-6102,1-321961,588018054580600861,227.12767,42.86669
9871-9101,1-321936,588018054580732095,227.54745,42.607113
8315-6101,1-322974,588018054584664218,237.16704,37.508297
8552-3702,1-321979,588018055116947657,226.13554,43.877647
8552-1902,1-321967,588018055117275239,226.96225,43.5227
7443-12705,12-84627,588018055118520478,230.15303,41.96043
9872-6103,1-322183,588018055118585891,230.39508,41.90524
8326-3703,1-320655,588018055650017421,215.27484,48.308167
8326-6104,1-320584,588018055650345041,216.25612,47.953487
9868-6101,1-320912,588018055650803902,217.82483,47.49759
9868-3702,1-321354,588018055651197009,218.9475,47.007465
9871-3702,1-321932,588018055654539410,228.29506,43.26171
9871-1901,1-321914,588018055654735916,228.91592,43.178314
9871-3703,1-322258,588018055654736003,228.79718,43.15971
9871-12704,1-322277,588018055654867087,229.16489,42.95387
9871-12703,1-632214,588018055654932564,229.35536,42.955986
7443-12703,12-193481,588018055654998067,229.52557,42.745842
7443-3701,12-193534,588018055655391402,230.57437,42.287037
9872-1901,1-322159,588018055655587859,231.04263,42.068718
8315-6103,1-322768,588018055657226393,235.05719,39.904114
8315-3702,1-322671,588018055657554201,235.79703,39.238777
9027-3702,1-323886,588018055661879598,245.14182,32.93493
9027-1902,1-323766,588018055662403770,246.17596,32.064373
9868-1902,1-321374,588018056188199026,219.43848,47.314922
9868-3703,1-321377,588018056188264513,219.74287,47.307903
9868-6104,1-321409,588018056188526757,220.49872,47.011158
9033-12701,1-321655,588018056188985578,221.97539,46.51493
8552-9101,1-322020,588018056190754974,226.91193,44.556248
8552-12702,1-322045,588018056191148170,227.92845,43.970497
8552-1901,1-322074,588018056191410369,228.70073,43.66596
9870-3701,1-322291,588018056191803595,229.79558,43.204556
9033-3701,1-321684,588018056726053142,222.83452,46.685005
9033-9102,1-321725,588018056726249525,223.3525,46.485523
